fishing_year,datetime,taxon,status,identification,capture_method,method,target,vessel_size,area,version,latitude,longitude,mitigation_equipment,excluded
2010/2011,2010-11-06 19:25:00+00:00,Salvin's albatross,alive,observer,net,trawl,Silver warehou,43+,East Coast South Island,v20180001,174.86985781379,-43.7616869331338,tori,
2010/2011,2010-11-06 19:25:00+00:00,white-chinned petrel,alive,imputation,net,trawl,Silver warehou,43+,East Coast South Island,v20180001,174.841936015757,-43.7707011860097,tori,
2010/2011,2010-11-07 07:02:00+00:00,black-browed albatrosses,alive,observer,hook,surface longline,Bigeye tuna,17-28,West Coast North Island,v20180001,170.564577459847,-33.6109325834783,none,
2010/2011,2010-11-07 07:02:00+00:00,white-chinned petrel,dead,necropsy,hook,surface longline,Bigeye tuna,17-28,West Coast North Island,v20180001,170.5344410002,-33.5872620592127,none,
2010/2011,2010-11-07 07:02:00+00:00,Gibson's albatross,dead,necropsy,hook,surface longline,Bigeye tuna,17-28,West Coast North Island,v20180001,170.542773348698,-33.6009385862621,none,
2010/2011,2010-11-08 07:10:00+00:00,Salvin's albatross,alive,observer,net,trawl,Hoki,43+,Chatham Rise,v20180001,178.676051007654,-42.9402906355448,tori,
2010/2011,2010-11-08 13:00:00+00:00,white-chinned petrel,dead,necropsy,hook,surface longline,Bigeye tuna,17-28,West Coast North Island,v20180001,170.847425937816,-33.4318466242636,none,
2010/2011,2010-11-09 08:06:00+00:00,white-chinned petrel,alive,observer,hook,bottom longline,Ling,28-43,Chatham Rise,v20180001,178.689620413538,-42.923160480964,,
2010/2011,2010-11-09 10:00:00+00:00,flesh-footed shearwater,alive,observer,tangled,surface longline,Bigeye tuna,17-28,West Coast North Island,v20180001,170.724660455948,-33.4483581670793,none,
2010/2011,2010-11-09 10:00:00+00:00,flesh-footed shearwater,alive,observer,tangled,surface longline,Bigeye tuna,17-28,West Coast North Island,v20180001,170.719097792404,-33.440197851602,none,
2010/2011,2010-11-10 10:18:00+00:00,white-chinned petrel,alive,observer,hook,bottom longline,Ling,28-43,Chatham Rise,v20180001,178.92857591589,-42.944969624118,,
2010/2011,2010-11-10 10:18:00+00:00,white-chinned petrel,alive,observer,hook,bottom longline,Ling,28-43,Chatham Rise,v20180001,178.971294067823,-42.9266354759457,,
2010/2011,2010-11-11 13:40:00+00:00,white-chinned petrel,dead,necropsy,hook,bottom longline,Ling,28-43,Chatham Rise,v20180001,177.987376210582,-42.9883713243064,,
2010/2011,2010-11-19 09:40:00+00:00,Salvin's albatross,alive,observer,net,trawl,Hoki,43+,Chatham Rise,v20180001,177.853360227728,-42.8343715324998,tori,
2010/2011,2010-11-19 09:40:00+00:00,Westland petrel,alive,observer,net,trawl,Hoki,43+,Chatham Rise,v20180001,177.873776780977,-42.8742138344562,tori,
2010/2011,2010-11-22 10:10:00+00:00,sooty shearwater,alive,observer,net,trawl,Silver warehou,43+,East Coast South Island,v20180001,172.717874573381,-44.5894116860582,tori,
2010/2011,2010-11-22 11:42:00+00:00,white-chinned petrel,alive,observer,hook,bottom longline,Ling,28-43,Chatham Rise,v20180001,176.880562663544,-42.7331603154773,,
2010/2011,2010-11-22 13:10:00+00:00,Common dolphin,dead,observer,net,trawl,Jack mackerel,43+,West Coast North Island,v20180001,174.167535029328,-37.7627698531374,baffler,
2010/2011,2010-11-23 11:26:00+00:00,white-chinned petrel,dead,necropsy,hook,bottom longline,Ling,28-43,Chatham Rise,v20180001,176.884397102124,-42.827696563839,,
2010/2011,2010-11-23 16:30:00+00:00,Salvin's albatross,dead,necropsy,warp or door,trawl,Scampi,17-28,Chatham Rise,v20180001,177.321116991737,-42.9695647516521,tori,
2010/2011,2010-11-24 10:44:00+00:00,white-chinned petrel,dead,necropsy,hook,bottom longline,Ling,28-43,Chatham Rise,v20180001,177.095958484896,-42.8032592479838,,
2010/2011,2010-11-24 11:34:00+00:00,white-chinned petrel,dead,necropsy,hook,bottom longline,Ling,28-43,Chatham Rise,v20180001,177.00947562498,-42.8255173234968,,
2010/2011,2010-11-25 08:00:00+00:00,white-chinned petrel,dead,necropsy,net,trawl,Hoki,43+,Chatham Rise,v20180001,177.723900146852,-42.8745332554216,tori,
2010/2011,2010-11-25 08:00:00+00:00,white-chinned petrel,dead,necropsy,net,trawl,Hoki,43+,Chatham Rise,v20180001,177.694792904775,-42.8711463209009,tori,
2010/2011,2010-11-25 22:10:00+00:00,Salvin's albatross,dead,necropsy,warp or door,trawl,Hoki,43+,Chatham Rise,v20180001,178.346491060616,-42.9312420393573,tori,
2010/2011,2010-11-26 07:50:00+00:00,white-chinned petrel,alive,observer,net,trawl,Hoki,43+,Chatham Rise,v20180001,177.688779811445,-42.8365729236277,tori,
2010/2011,2010-11-26 11:10:00+00:00,black petrel,dead,necropsy,hook,surface longline,Bigeye tuna,17-28,Northland and Hauraki,v20180001,176.035919905594,-34.8435604829108,none,
2010/2011,2010-11-26 11:10:00+00:00,white-chinned petrel,dead,necropsy,hook,surface longline,Bigeye tuna,17-28,Northland and Hauraki,v20180001,176.071963892109,-34.8273996821838,none,
2010/2011,2010-11-26 13:35:00+00:00,white-chinned petrel,dead,necropsy,hook,bottom longline,Ling,28-43,Chatham Rise,v20180001,177.646534132236,-42.8719427073142,,
2010/2011,2010-11-27 10:33:00+00:00,southern Buller's albatross,alive,observer,hook,surface longline,Bigeye tuna,17-28,Northland and Hauraki,v20180001,176.172082994343,-34.6925459621474,none,
2010/2011,2010-11-28 03:00:00+00:00,Dusky dolphin,dead,observer,net,setnet,Moki,06-17,East Coast South Island,v20180001,173.644846381806,-42.4515740183881,none,
2010/2011,2010-11-28 11:45:00+00:00,Campbell black-browed albatross,dead,necropsy,hook,surface longline,Bigeye tuna,17-28,Northland and Hauraki,v20180001,176.159496809798,-34.7018645558739,none,
2010/2011,2010-11-28 18:00:00+00:00,Salvin's albatross,dead,photograph,other,trawl,Scampi,17-28,Chatham Rise,v20180001,176.805048903171,-43.1032004601788,tori,
2010/2011,2010-11-30 08:55:00+00:00,Common dolphin,dead,observer,net,trawl,Jack mackerel,43+,West Coast North Island,v20180001,174.177743048291,-37.4355010785628,baffler,
2010/2011,2010-12-02 07:50:00+00:00,white-chinned petrel,dead,necropsy,net,trawl,Hoki,43+,Stewart Snares Shelf,v20180001,169.332322824514,-47.1999783712439,"tori, baffler",
2010/2011,2010-12-02 09:00:00+00:00,Common dolphin,dead,observer,net,trawl,Jack mackerel,43+,West Coast North Island,v20180001,173.784830464702,-38.1613370461157,baffler,
2010/2011,2010-12-02 10:32:00+00:00,Salvin's albatross,alive,observer,hook,bottom longline,Ling,28-43,Chatham Rise,v20180001,178.954860846628,-42.9743306682212,,
2010/2011,2010-12-02 10:32:00+00:00,Salvin's albatross,alive,observer,hook,bottom longline,Ling,28-43,Chatham Rise,v20180001,178.951052449783,-42.9317714897916,,
2010/2011,2010-12-02 19:00:00+00:00,white-chinned petrel,dead,necropsy,net,trawl,Hoki,43+,Chatham Rise,v20180001,177.773056774633,-42.9101691809017,"tori, baffler",
2010/2011,2010-12-07 01:05:00+00:00,New Zealand fur seal,dead,observer,net,trawl,Barracouta,43+,Stewart Snares Shelf,v20180001,168.530459286622,-47.1530867781956,baffler,
2010/2011,2010-12-08 10:50:00+00:00,Basking shark,alive,observer,net,trawl,Barracouta,43+,Stewart Snares Shelf,v20180001,166.880548072886,-48.328178254026,"tori, baffler",
2010/2011,2010-12-11 13:45:00+00:00,grey-faced petrel,dead,necropsy,hook,surface longline,Bigeye tuna,17-28,Bay of Plenty,v20180001,177.059852093458,-35.7557889732299,tori,
2010/2011,2010-12-11 13:45:00+00:00,grey-faced petrel,dead,necropsy,hook,surface longline,Bigeye tuna,17-28,Bay of Plenty,v20180001,177.066765552503,-35.7596719814697,tori,
2010/2011,2010-12-14 20:20:00+00:00,Salvin's albatross,dead,necropsy,net,trawl,Silver warehou,43+,East Coast South Island,v20180001,173.298136440828,-44.2485829976387,"tori, baffler",
2010/2011,2010-12-25 10:30:00+00:00,white-chinned petrel,dead,necropsy,net,trawl,Silver warehou,43+,East Coast South Island,v20180001,173.946814455674,-43.7378724416485,tori,
2010/2011,2010-12-29 13:00:00+00:00,Common dolphin,dead,observer,net,trawl,Jack mackerel,43+,West Coast North Island,v20180001,174.09593843855,-37.7680865409551,"baffler, other",
2010/2011,2011-01-06 23:15:00+00:00,New Zealand fur seal,dead,observer,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,167.252203167928,-48.7857588701183,"tori, baffler",
2010/2011,2011-01-07 04:42:00+00:00,grey petrel,alive,imputation,deck,trawl,Smooth oreo,43+,Subantarctic,v20180001,170.822159195412,-48.4952143341536,baffler,deck
2010/2011,2011-01-10 12:00:00+00:00,white-chinned petrel,alive,observer,deck,bottom longline,Bluenose,17-28,East Coast North Island,v20180001,178.361027705204,-39.6315449177753,none,deck
2010/2011,2011-01-10 18:35:00+00:00,New Zealand white-capped albatross,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,167.78779148187,-48.672194975405,baffler,
2010/2011,2011-01-11 20:17:00+00:00,southern royal albatross,dead,necropsy,deck,trawl,Black oreo,43+,Subantarctic,v20180001,177.160586271808,-47.3971575595206,baffler,deck
2010/2011,2011-01-13 00:20:00+00:00,New Zealand white-capped albatross,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,166.767988337646,-48.8493318652036,tori,
2010/2011,2011-01-30 19:55:00+00:00,Basking shark,dead,observer,net,trawl,Silver warehou,43+,Stewart Snares Shelf,v20180001,169.538399948599,-47.1162539029261,tori,
2010/2011,2011-02-01 17:40:00+00:00,New Zealand white-capped albatross,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,166.429259442841,-48.6974750005873,"tori, baffler",
2010/2011,2011-02-02 17:45:00+00:00,white-chinned petrel,dead,necropsy,net,trawl,Hake,43+,Stewart Snares Shelf,v20180001,166.605635934463,-48.9935373892309,"tori, baffler",
2010/2011,2011-02-06 08:10:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Hoki,43+,East Coast South Island,v20180001,174.522132054903,-44.0702028866857,"tori, baffler",
2010/2011,2011-02-06 21:00:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,170.61837595785,-46.2421864643693,tori,
2010/2011,2011-02-06 23:00:00+00:00,New Zealand fur seal,decomposed,observer,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,170.619254092663,-46.7554288461106,baffler,decomposed
2010/2011,2011-02-07 08:25:00+00:00,white-chinned petrel,alive,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,166.789455680852,-51.0963343792595,tori,
2010/2011,2011-02-07 08:25:00+00:00,white-chinned petrel,dead,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,166.781257151742,-51.0993152227253,tori,
2010/2011,2011-02-07 08:25:00+00:00,white-chinned petrel,alive,observer,net,trawl,Scampi,28-43,Auckland Islands,v20180001,166.823433248722,-51.1142479673261,tori,
2010/2011,2011-02-07 08:25:00+00:00,white-chinned petrel,dead,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,166.810401061364,-51.0809043100802,tori,
2010/2011,2011-02-08 12:46:00+00:00,white-chinned petrel,alive,observer,deck,bottom longline,Patagonian toothfish,43+,Fiordland,v20180001,161.416333626141,-51.5835634534946,,deck
2010/2011,2011-02-08 12:46:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Patagonian toothfish,43+,Fiordland,v20180001,161.390752882231,-51.607544948766,,deck
2010/2011,2011-02-08 14:54:00+00:00,New Zealand white-capped albatross,alive,observer,deck,bottom longline,Patagonian toothfish,43+,Fiordland,v20180001,161.347020826139,-51.5727008110145,,deck
2010/2011,2011-02-09 22:30:00+00:00,black petrel,alive,observer,hook,bottom longline,Bluenose,06-17,Bay of Plenty,v20180001,176.941670184,-37.4413769613719,tori,
2010/2011,2011-02-09 22:30:00+00:00,black petrel,alive,observer,hook,bottom longline,Bluenose,06-17,Bay of Plenty,v20180001,176.925605457509,-37.4656240032287,tori,
2010/2011,2011-02-10 08:45:00+00:00,white-chinned petrel,dead,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,166.92476814054,-50.8350466013653,tori,
2010/2011,2011-02-10 19:49:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Patagonian toothfish,43+,Auckland Islands,v20180001,167.651579273283,-51.3191862305161,,deck
2010/2011,2011-02-11 01:35:00+00:00,white-chinned petrel,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,166.941766129294,-48.8795762703521,"tori, baffler",
2010/2011,2011-02-12 15:50:00+00:00,white-chinned petrel,alive,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,166.59579898892,-51.0444729047827,tori,
2010/2011,2011-02-12 16:50:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,167.265535153286,-48.8124007985229,tori,
2010/2011,2011-02-13 00:03:00+00:00,Salvin's albatross,dead,necropsy,net,trawl,Hoki,43+,East Coast South Island,v20180001,174.796437872993,-44.0951842592796,baffler,
2010/2011,2011-02-13 00:50:00+00:00,white-chinned petrel,dead,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,166.982676333212,-50.9187716362998,tori,
2010/2011,2011-02-13 00:50:00+00:00,white-chinned petrel,dead,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,167.017805777327,-50.9080548386555,tori,
2010/2011,2011-02-13 00:50:00+00:00,white-chinned petrel,alive,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,166.99526160839,-50.8863616304239,tori,
2010/2011,2011-02-13 08:50:00+00:00,white-chinned petrel,dead,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,166.706458119722,-50.9799522796879,tori,
2010/2011,2011-02-13 08:50:00+00:00,white-chinned petrel,dead,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,166.718705918477,-51.0192701179301,tori,
2010/2011,2011-02-13 08:50:00+00:00,white-chinned petrel,dead,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,166.690707603516,-51.0025798064191,tori,
2010/2011,2011-02-13 08:50:00+00:00,white-chinned petrel,alive,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,166.686134129483,-50.9946240402292,tori,
2010/2011,2011-02-13 08:50:00+00:00,white-chinned petrel,alive,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,166.72320851644,-50.987620903342,tori,
2010/2011,2011-02-13 08:50:00+00:00,white-chinned petrel,alive,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,166.697370201093,-51.0036332815886,tori,
2010/2011,2011-02-13 08:50:00+00:00,white-chinned petrel,dead,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,166.699211677141,-50.9933070672676,tori,
2010/2011,2011-02-13 08:50:00+00:00,white-chinned petrel,dead,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,166.69407202939,-51.015586478007,tori,
2010/2011,2011-02-13 08:50:00+00:00,white-chinned petrel,dead,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,166.703150075651,-50.9919191637309,tori,
2010/2011,2011-02-13 08:50:00+00:00,white-chinned petrel,dead,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,166.695550836809,-50.9962018887512,tori,
2010/2011,2011-02-13 08:50:00+00:00,white-chinned petrel,dead,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,166.713151614391,-50.9948025042424,tori,
2010/2011,2011-02-13 08:50:00+00:00,white-chinned petrel,alive,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,166.696598577872,-51.0028534102021,tori,
2010/2011,2011-02-13 08:50:00+00:00,white-chinned petrel,alive,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,166.698713341053,-51.0133818315808,tori,
2010/2011,2011-02-13 08:50:00+00:00,white-chinned petrel,alive,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,166.680361016654,-50.9790861994261,tori,
2010/2011,2011-02-13 08:50:00+00:00,white-chinned petrel,dead,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,166.715063438006,-51.0053902658867,tori,
2010/2011,2011-02-13 08:50:00+00:00,white-chinned petrel,dead,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,166.689008806879,-51.013862685184,tori,
2010/2011,2011-02-13 08:50:00+00:00,white-chinned petrel,alive,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,166.685114351357,-51.0154298531357,tori,
2010/2011,2011-02-13 08:50:00+00:00,white-chinned petrel,alive,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,166.676893813629,-51.0200942342402,tori,
2010/2011,2011-02-13 08:50:00+00:00,white-chinned petrel,dead,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,166.701244967175,-50.9896683562547,tori,
2010/2011,2011-02-13 08:50:00+00:00,white-chinned petrel,dead,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,166.690523534711,-50.9760414428543,tori,
2010/2011,2011-02-13 08:50:00+00:00,white-chinned petrel,dead,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,166.684646658949,-51.0137346732663,tori,
2010/2011,2011-02-13 08:50:00+00:00,white-chinned petrel,dead,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,166.675648035598,-51.0199292218778,tori,
2010/2011,2011-02-13 08:50:00+00:00,white-chinned petrel,dead,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,166.700245216093,-50.9795755453408,tori,
2010/2011,2011-02-13 08:50:00+00:00,white-chinned petrel,alive,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,166.687099988433,-50.9818308099872,tori,
2010/2011,2011-02-13 17:30:00+00:00,New Zealand white-capped albatross,dead,necropsy,warp or door,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,168.372786455648,-48.1844720340567,"tori, baffler",
2010/2011,2011-02-14 01:10:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,167.351121425093,-48.7845583580434,tori,
2010/2011,2011-02-15 02:05:00+00:00,white-chinned petrel,dead,photograph,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,167.50607794777,-48.7593008624157,tori,
2010/2011,2011-02-15 09:25:00+00:00,white-chinned petrel,alive,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,166.432042623078,-51.0878778874176,tori,
2010/2011,2011-02-15 11:40:00+00:00,sooty shearwater,dead,photograph,net,trawl,Silver warehou,43+,Stewart Snares Shelf,v20180001,168.060325370356,-48.3881082827458,tori,
2010/2011,2011-02-15 11:40:00+00:00,white-chinned petrel,alive,imputation,net,trawl,Silver warehou,43+,Stewart Snares Shelf,v20180001,168.036229096423,-48.4052323720185,tori,
2010/2011,2011-02-15 11:40:00+00:00,sooty shearwater,alive,imputation,net,trawl,Silver warehou,43+,Stewart Snares Shelf,v20180001,168.063068339252,-48.3817354406463,tori,
2010/2011,2011-02-15 14:05:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Hoki,43+,East Coast South Island,v20180001,174.348683242849,-43.9543781382032,baffler,
2010/2011,2011-02-15 22:45:00+00:00,white-chinned petrel,dead,photograph,net,trawl,Silver warehou,43+,Stewart Snares Shelf,v20180001,168.755758954654,-47.8221476213308,tori,
2010/2011,2011-02-15 22:45:00+00:00,sooty shearwater,alive,observer,net,trawl,Silver warehou,43+,Stewart Snares Shelf,v20180001,168.766520149913,-47.8149530437775,tori,
2010/2011,2011-02-15 22:45:00+00:00,white-chinned petrel,alive,imputation,net,trawl,Silver warehou,43+,Stewart Snares Shelf,v20180001,168.729494880931,-47.8009166367352,tori,
2010/2011,2011-02-16 00:05:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,168.148685744102,-48.3443488175748,"tori, baffler",
2010/2011,2011-02-16 00:05:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,168.125002501253,-48.3649706793949,"tori, baffler",
2010/2011,2011-02-16 00:05:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,168.141379462625,-48.3364085523877,"tori, baffler",
2010/2011,2011-02-16 00:05:00+00:00,New Zealand white-capped albatross,dead,necropsy,warp or door,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,168.158336692769,-48.3606098819058,"tori, baffler",
2010/2011,2011-02-16 00:05:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,168.162279031402,-48.3445312523283,"tori, baffler",
2010/2011,2011-02-16 00:05:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,168.140774005093,-48.3457845491823,"tori, baffler",
2010/2011,2011-02-16 00:05:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,168.12776167402,-48.3586222044425,"tori, baffler",
2010/2011,2011-02-16 08:50:00+00:00,white-chinned petrel,alive,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,166.996105146944,-50.9955871758051,tori,
2010/2011,2011-02-16 18:15:00+00:00,sooty shearwater,alive,observer,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,168.821146172425,-47.747850762005,tori,
2010/2011,2011-02-19 01:00:00+00:00,white-chinned petrel,alive,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,166.933488830994,-50.9417948646005,tori,
2010/2011,2011-02-19 02:55:00+00:00,sooty shearwater,alive,observer,unknown,trawl,Silver warehou,43+,Stewart Snares Shelf,v20180001,169.728316447046,-46.9440379636595,tori,
2010/2011,2011-02-19 09:30:00+00:00,white-chinned petrel,dead,necropsy,net,trawl,Scampi,28-43,Auckland Islands,v20180001,166.597582014208,-51.0646173553541,tori,
2010/2011,2011-02-19 09:30:00+00:00,white-chinned petrel,dead,necropsy,net,trawl,Scampi,28-43,Auckland Islands,v20180001,166.59495279151,-51.0257549693575,tori,
2010/2011,2011-02-19 09:30:00+00:00,white-chinned petrel,dead,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,166.613110901159,-51.0423036344117,tori,
2010/2011,2011-02-19 18:40:00+00:00,sooty shearwater,dead,photograph,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,168.890070035332,-47.6894266924355,tori,
2010/2011,2011-02-19 18:40:00+00:00,New Zealand fur seal,dead,observer,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,168.883374274732,-47.6934817950707,tori,
2010/2011,2011-02-19 19:45:00+00:00,white-chinned petrel,alive,observer,deck,bottom longline,Ling,43+,Subantarctic,v20180001,168.777742968895,-51.4686271579005,,deck
2010/2011,2011-02-20 00:45:00+00:00,sooty shearwater,dead,photograph,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,168.607315874146,-48.0075686036609,tori,
2010/2011,2011-02-20 16:50:00+00:00,New Zealand white-capped albatross,alive,imputation,deck,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,168.31606197122,-48.2264906558907,tori,deck
2010/2011,2011-02-20 19:15:00+00:00,Common dolphin,dead,observer,net,trawl,Barracouta,43+,East Coast South Island,v20180001,173.801064796653,-43.5300530748209,baffler,
2010/2011,2011-02-21 01:50:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,169.279127814877,-47.1806697464548,baffler,
2010/2011,2011-02-21 01:50:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,169.294275721419,-47.1998807732249,baffler,
2010/2011,2011-02-21 16:45:00+00:00,white-chinned petrel,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,167.57089336738,-48.7153417279245,baffler,
2010/2011,2011-02-21 16:50:00+00:00,sooty shearwater,alive,observer,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,167.509844137728,-48.7302989151794,tori,
2010/2011,2011-02-22 07:15:00+00:00,white-chinned petrel,dead,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,166.788072325359,-51.0068386920495,tori,
2010/2011,2011-02-22 17:10:00+00:00,white-chinned petrel,dead,necropsy,net,trawl,Barracouta,43+,East Coast South Island,v20180001,173.6097567169,-44.0645403298549,none,
2010/2011,2011-02-23 00:00:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,167.520764186,-48.758157984633,"tori, baffler",
2010/2011,2011-02-23 00:00:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,167.489375493117,-48.7629839486675,"tori, baffler",
2010/2011,2011-02-23 00:00:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,167.502286469447,-48.7729466707679,"tori, baffler",
2010/2011,2011-02-23 08:55:00+00:00,white-chinned petrel,dead,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,166.363193450868,-51.1562684228178,tori,
2010/2011,2011-02-23 08:55:00+00:00,white-chinned petrel,dead,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,166.3616241273,-51.1462200711249,tori,
2010/2011,2011-02-23 08:55:00+00:00,white-chinned petrel,dead,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,166.365581501531,-51.1693038433092,tori,
2010/2011,2011-02-23 16:50:00+00:00,white-chinned petrel,dead,necropsy,net,trawl,Barracouta,43+,East Coast South Island,v20180001,173.749339279439,-43.8392493674764,baffler,
2010/2011,2011-02-23 16:50:00+00:00,New Zealand white-capped albatross,alive,imputation,deck,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,167.235617291136,-48.7986126584001,tori,deck
2010/2011,2011-02-23 23:07:00+00:00,white-chinned petrel,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,167.28480250698,-48.7948176218895,"tori, baffler",
2010/2011,2011-02-24 05:40:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,168.214612980466,-48.3008073749021,"tori, baffler",
2010/2011,2011-02-24 16:20:00+00:00,white-chinned petrel,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,168.618379856506,-48.0047769164667,"tori, baffler",
2010/2011,2011-02-25 16:40:00+00:00,white-chinned petrel,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,168.815523917554,-47.7572921769461,"tori, baffler",
2010/2011,2011-02-26 10:15:00+00:00,white-chinned petrel,dead,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,167.021538341511,-51.010813000449,tori,
2010/2011,2011-02-26 10:15:00+00:00,white-chinned petrel,dead,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,166.992455839063,-50.9829449573765,tori,
2010/2011,2011-02-26 10:15:00+00:00,white-chinned petrel,dead,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,166.981169563904,-50.9835641018115,tori,
2010/2011,2011-02-26 10:15:00+00:00,white-chinned petrel,dead,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,167.008017581119,-51.0129381237784,tori,
2010/2011,2011-02-26 10:15:00+00:00,white-chinned petrel,dead,photograph,net,trawl,Scampi,28-43,Auckland Islands,v20180001,167.022529688431,-50.9980713926256,tori,
