fishing_year,datetime,taxon,status,identification,capture_method,method,target,vessel_size,area,version,latitude,longitude,mitigation_equipment,excluded
2002/2003,2002-09-30 21:45:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Hoki,43+,Fiordland,v20180001,166.055312757636,-46.7042895739898,,
2002/2003,2002-09-30 21:45:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Hoki,43+,Fiordland,v20180001,166.025786958379,-46.6968511799583,,
2002/2003,2002-09-30 21:45:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Hoki,43+,Fiordland,v20180001,166.032242117915,-46.708154096338,,
2002/2003,2002-09-30 21:45:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Hoki,43+,Fiordland,v20180001,166.057564683631,-46.683378840494,,
2002/2003,2002-09-30 21:45:00+00:00,white-chinned petrel,dead,necropsy,net,trawl,Hoki,43+,Fiordland,v20180001,166.057376632607,-46.6851939003449,,
2002/2003,2002-10-02 20:30:00+00:00,Snares Cape petrel,alive,imputation,net,trawl,Hoki,43+,Fiordland,v20180001,165.899751679483,-46.0852651616558,,
2002/2003,2002-10-04 05:10:00+00:00,Chatham Island albatross,dead,observer,,bottom longline,Ling,43+,Chatham Rise,v20180001,182.434003747487,-43.9024209870026,,
2002/2003,2002-10-05 07:05:00+00:00,New Zealand fur seal,dead,observer,,trawl,Hoki,43+,Fiordland,v20180001,166.041372439545,-46.7640036248602,,
2002/2003,2002-10-05 08:10:00+00:00,giant petrels,killed,observer,other,bottom longline,Ling,43+,Chatham Rise,v20180001,182.539495092165,-43.9334315688815,,
2002/2003,2002-10-05 14:50:00+00:00,white-chinned petrel,dead,necropsy,net,trawl,Hoki,43+,Fiordland,v20180001,165.811492219684,-46.2957546044607,,
2002/2003,2002-10-06 00:00:00+00:00,sooty shearwater,dead,necropsy,unknown,trawl,Hoki,43+,Fiordland,v20180001,165.920842745714,-46.0757774617756,,
2002/2003,2002-10-06 00:00:00+00:00,sooty shearwater,dead,necropsy,unknown,trawl,Hoki,43+,Fiordland,v20180001,165.923850677628,-46.1063644351903,,
2002/2003,2002-10-06 20:09:00+00:00,storm petrels,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.066634967434,-46.6847320436267,,deck
2002/2003,2002-10-06 20:09:00+00:00,sooty shearwater,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.073030946427,-46.7081559962127,,deck
2002/2003,2002-10-06 20:09:00+00:00,broad-billed prion,alive,imputation,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.051639797213,-46.6997735694051,,deck
2002/2003,2002-10-07 18:15:00+00:00,New Zealand fur seal,dead,observer,,trawl,Southern blue whiting,43+,Subantarctic,v20180001,171.731665240484,-52.636986597348,,
2002/2003,2002-10-07 23:20:00+00:00,sooty shearwater,alive,observer,hook,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.114294113079,-46.686134158005,,
2002/2003,2002-10-08 06:52:00+00:00,sooty shearwater,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.091629387625,-46.6983921833336,,deck
2002/2003,2002-10-08 06:52:00+00:00,sooty shearwater,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.090359259071,-46.6827111879829,,deck
2002/2003,2002-10-08 06:52:00+00:00,sooty shearwater,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.097829607851,-46.6788232754683,,deck
2002/2003,2002-10-08 06:52:00+00:00,storm petrels,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.081603540247,-46.7067796654766,,deck
2002/2003,2002-10-08 21:20:00+00:00,sooty shearwater,alive,observer,unknown,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,166.994466251624,-46.7532803010196,,
2002/2003,2002-10-08 21:20:00+00:00,broad-billed prion,alive,imputation,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,166.99936779188,-46.7332645169226,,deck
2002/2003,2002-10-08 21:20:00+00:00,storm petrels,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,166.985596546787,-46.7405656095827,,deck
2002/2003,2002-10-08 21:20:00+00:00,storm petrels,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,166.991159625747,-46.7329705988988,,deck
2002/2003,2002-10-08 21:20:00+00:00,broad-billed prion,alive,imputation,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,166.979744393285,-46.7351104682079,,deck
2002/2003,2002-10-08 21:20:00+00:00,sooty shearwater,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,166.987362970831,-46.7611030963017,,deck
2002/2003,2002-10-08 21:20:00+00:00,sooty shearwater,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,166.980856337864,-46.7271048038034,,deck
2002/2003,2002-10-08 21:20:00+00:00,broad-billed prion,alive,imputation,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,166.975921117817,-46.7727474973537,,deck
2002/2003,2002-10-08 21:20:00+00:00,sooty shearwater,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,166.982807246549,-46.7731807660544,,deck
2002/2003,2002-10-08 21:20:00+00:00,sooty shearwater,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.01779942296,-46.7577441683039,,deck
2002/2003,2002-10-08 21:20:00+00:00,sooty shearwater,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,166.977441369998,-46.7425346631557,,deck
2002/2003,2002-10-08 21:20:00+00:00,sooty shearwater,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.005971332127,-46.7650441823993,,deck
2002/2003,2002-10-08 21:20:00+00:00,broad-billed prion,alive,imputation,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.014385134215,-46.7273992802249,,deck
2002/2003,2002-10-08 21:20:00+00:00,sooty shearwater,dead,necropsy,unknown,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,166.981777455704,-46.7748523011571,,
2002/2003,2002-10-08 21:20:00+00:00,broad-billed prion,alive,imputation,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.021176105784,-46.7600577567238,,deck
2002/2003,2002-10-09 10:51:00+00:00,New Zealand fur seal,dead,observer,,trawl,Scampi,28-43,Chatham Rise,v20180001,176.911258025002,-43.0524038280826,,
2002/2003,2002-10-09 22:49:00+00:00,sooty shearwater,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.087061814568,-46.7556971007027,,deck
2002/2003,2002-10-09 22:49:00+00:00,storm petrels,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.120902188821,-46.7477265018271,,deck
2002/2003,2002-10-10 18:51:00+00:00,storm petrels,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.120156200789,-46.7201387624722,,deck
2002/2003,2002-10-11 00:54:00+00:00,Cape petrels,dead,necropsy,mitigation device,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.080752747599,-46.6857043720549,,
2002/2003,2002-10-11 01:35:00+00:00,sooty shearwater,dead,necropsy,,bottom longline,Ling,43+,Subantarctic,v20180001,178.537278857129,-47.6860481480137,,
2002/2003,2002-10-12 01:49:00+00:00,sooty shearwater,dead,necropsy,tangled,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.069082519086,-46.7168058824027,,
2002/2003,2002-10-12 23:12:00+00:00,sooty shearwater,dead,necropsy,unknown,trawl,Scampi,28-43,Chatham Rise,v20180001,177.210480563226,-42.8835186304292,,
2002/2003,2002-10-13 03:25:00+00:00,Salvin's albatross,dead,observer,lost,trawl,Scampi,17-28,Chatham Rise,v20180001,176.53997347781,-43.0421494101174,,lost
2002/2003,2002-10-13 23:34:00+00:00,sooty shearwater,dead,necropsy,hook,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.024929600698,-46.731907856348,,
2002/2003,2002-10-13 23:34:00+00:00,storm petrels,alive,observer,hook,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.024421643117,-46.7651145817013,,
2002/2003,2002-10-13 23:34:00+00:00,sooty shearwater,dead,necropsy,,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,166.996760964813,-46.756549689034,,
2002/2003,2002-10-14 06:42:00+00:00,sooty shearwater,dead,necropsy,,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.007477277867,-46.7279776371084,,
2002/2003,2002-10-15 00:32:00+00:00,sooty shearwater,dead,necropsy,,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.071449052589,-46.7377783288481,,
2002/2003,2002-10-15 20:31:00+00:00,broad-billed prion,alive,imputation,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.061911894684,-46.769157705293,,deck
2002/2003,2002-10-16 12:30:00+00:00,Common dolphin,dead,necropsy,net,trawl,Jack mackerel,43+,Taranaki,v20180001,173.241058945283,-39.7705841364339,,
2002/2003,2002-10-17 17:50:00+00:00,New Zealand sea lion,dead,observer,,trawl,Hoki,43+,Auckland Islands,v20180001,167.93585946355,-50.3138549474068,,
2002/2003,2002-10-18 10:31:00+00:00,New Zealand fur seal,dead,observer,hook,bottom longline,Ling,43+,Subantarctic,v20180001,178.459542688145,-47.9612811635947,,
2002/2003,2002-10-18 11:57:00+00:00,white-chinned petrel,alive,observer,deck,bottom longline,Ling,43+,Subantarctic,v20180001,178.870129447011,-48.136750571942,,deck
2002/2003,2002-10-18 20:00:00+00:00,Salvin's albatross,dead,imputation,warp or door,trawl,Scampi,17-28,East Coast South Island,v20180001,175.678960607084,-43.0640930131543,,
2002/2003,2002-10-18 20:34:00+00:00,sooty shearwater,dead,necropsy,,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.069920244697,-46.7356879038038,,
2002/2003,2002-10-18 20:34:00+00:00,sooty shearwater,dead,necropsy,,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.073598692194,-46.758360056323,,
2002/2003,2002-10-18 20:34:00+00:00,sooty shearwater,dead,necropsy,,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.06416439733,-46.7458675594535,,
2002/2003,2002-10-18 22:20:00+00:00,New Zealand fur seal,dead,observer,,trawl,Scampi,28-43,East Coast South Island,v20180001,175.735374656087,-43.2130912255496,,
2002/2003,2002-10-19 10:23:00+00:00,white-chinned petrel,dead,necropsy,,bottom longline,Ling,43+,Subantarctic,v20180001,178.983848283417,-48.1342829413712,,
2002/2003,2002-10-19 11:45:00+00:00,white-chinned petrel,dead,necropsy,,bottom longline,Ling,43+,Subantarctic,v20180001,179.020239143446,-48.141436505015,,
2002/2003,2002-10-19 11:45:00+00:00,white-chinned petrel,dead,necropsy,,bottom longline,Ling,43+,Subantarctic,v20180001,178.977418424957,-48.1423535091803,,
2002/2003,2002-10-19 11:45:00+00:00,white-chinned petrel,dead,necropsy,,bottom longline,Ling,43+,Subantarctic,v20180001,179.012524102069,-48.1616745881969,,
2002/2003,2002-10-21 20:22:00+00:00,storm petrels,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.060214285017,-46.7491278096335,,deck
2002/2003,2002-10-23 08:40:00+00:00,white-chinned petrel,alive,observer,deck,bottom longline,Ling,43+,Subantarctic,v20180001,179.393904515822,-48.2148797260132,,deck
2002/2003,2002-10-23 16:02:00+00:00,northern giant petrel,dead,observer,other,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.122276099585,-46.6798249103362,,
2002/2003,2002-10-23 16:59:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.107159731793,-46.7072831177851,,deck
2002/2003,2002-10-23 16:59:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.120353661687,-46.7130164670292,,deck
2002/2003,2002-10-23 16:59:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.110335077439,-46.7228626628872,,deck
2002/2003,2002-10-23 16:59:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.116087825038,-46.6835670349188,,deck
2002/2003,2002-10-23 16:59:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.124281942635,-46.7118060701061,,deck
2002/2003,2002-10-23 16:59:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.124211543333,-46.7187139264541,,deck
2002/2003,2002-10-23 16:59:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.084096961655,-46.6862366485642,,deck
2002/2003,2002-10-23 16:59:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.080546014244,-46.6990149774123,,deck
2002/2003,2002-10-23 16:59:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.086388308951,-46.71087218842,,deck
2002/2003,2002-10-23 16:59:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.081099044997,-46.6858805582859,,deck
2002/2003,2002-10-23 16:59:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.116313330014,-46.7100083679194,,deck
2002/2003,2002-10-23 16:59:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.113589429599,-46.7148332782323,,deck
2002/2003,2002-10-23 16:59:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.115726766712,-46.6830994575517,,deck
2002/2003,2002-10-23 16:59:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.076639735256,-46.7193281731568,,deck
2002/2003,2002-10-23 16:59:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.115403086692,-46.6786175163928,,deck
2002/2003,2002-10-23 16:59:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.09138810928,-46.7009949649218,,deck
2002/2003,2002-10-23 16:59:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.105515920883,-46.6842080161208,,deck
2002/2003,2002-10-23 16:59:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.121454741177,-46.7097480228636,,deck
2002/2003,2002-10-23 16:59:00+00:00,common diving petrel,alive,observer,tangled,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.086446373258,-46.6938811462373,,
2002/2003,2002-10-23 16:59:00+00:00,sooty shearwater,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.115520749521,-46.7159519437235,,deck
2002/2003,2002-10-23 16:59:00+00:00,sooty shearwater,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.11456397716,-46.6781089711236,,deck
2002/2003,2002-10-24 05:30:00+00:00,northern giant petrel,dead,observer,,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.10179378849,-46.7033869049745,,not bycatch
2002/2003,2002-10-24 11:24:00+00:00,broad-billed prion,alive,imputation,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.092520555202,-46.7114863625262,,deck
2002/2003,2002-10-24 11:25:00+00:00,white-chinned petrel,alive,observer,deck,bottom longline,Ling,43+,Subantarctic,v20180001,179.179385079071,-48.2233983564423,,deck
2002/2003,2002-10-24 17:28:00+00:00,common diving petrel,alive,observer,unknown,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.070033948706,-46.7317859473173,,
2002/2003,2002-10-24 17:28:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.074680287018,-46.743769480288,,deck
2002/2003,2002-10-24 17:28:00+00:00,sooty shearwater,alive,observer,unknown,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.031965573714,-46.7283263160381,,
2002/2003,2002-10-25 10:45:00+00:00,prions,alive,observer,deck,bottom longline,Ling,43+,Subantarctic,v20180001,179.141293853521,-48.1674313893775,,deck
2002/2003,2002-10-25 13:00:00+00:00,common diving petrel,alive,observer,unknown,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.073885879549,-46.7681541995378,,
2002/2003,2002-10-25 13:00:00+00:00,sooty shearwater,alive,observer,unknown,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.062076770654,-46.7297316368436,,
2002/2003,2002-10-26 00:50:00+00:00,Salvin's albatross,alive,observer,net,trawl,Hoki,43+,Chatham Rise,v20180001,177.401833812357,-42.7296492330031,,
2002/2003,2002-10-26 00:50:00+00:00,Salvin's albatross,alive,observer,net,trawl,Hoki,43+,Chatham Rise,v20180001,177.404641726427,-42.7433611631626,,
2002/2003,2002-10-26 13:52:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.096404683916,-46.7076780488249,,deck
2002/2003,2002-10-26 13:52:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.094915608922,-46.7030454416294,,deck
2002/2003,2002-10-26 13:52:00+00:00,common diving petrel,alive,observer,unknown,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.103930262779,-46.6906562556978,,
2002/2003,2002-10-26 13:52:00+00:00,sooty shearwater,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.094273398235,-46.6959134086268,,deck
2002/2003,2002-10-26 13:52:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.113796755159,-46.6798392301193,,deck
2002/2003,2002-10-26 13:52:00+00:00,sooty shearwater,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.087272041431,-46.721535120043,,deck
2002/2003,2002-10-26 13:52:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.080385484756,-46.6976126666879,,deck
2002/2003,2002-10-26 13:52:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.101847003633,-46.6858445993857,,deck
2002/2003,2002-10-26 13:52:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.098544778,-46.7180435890099,,deck
2002/2003,2002-10-26 13:52:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.092939803959,-46.6769514470594,,deck
2002/2003,2002-10-26 13:52:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.105863033305,-46.722219810239,,deck
2002/2003,2002-10-26 13:52:00+00:00,broad-billed prion,alive,imputation,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.10898080084,-46.7149346178863,,deck
2002/2003,2002-10-26 13:52:00+00:00,sooty shearwater,alive,observer,unknown,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.092497842177,-46.7072729820618,,
2002/2003,2002-10-26 13:52:00+00:00,sooty shearwater,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.118029312277,-46.6908106506802,,deck
2002/2003,2002-10-26 13:52:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.077236416726,-46.6855248864042,,deck
2002/2003,2002-10-26 13:52:00+00:00,sooty shearwater,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.078894310212,-46.6750051139854,,deck
2002/2003,2002-10-26 20:37:00+00:00,sooty shearwater,dead,necropsy,hook,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.104504514206,-46.7131791525288,,
2002/2003,2002-10-27 08:45:00+00:00,sooty shearwater,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.092886943137,-46.7152446404798,,deck
2002/2003,2002-10-27 08:45:00+00:00,sooty shearwater,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.114931947272,-46.6910970207537,,deck
2002/2003,2002-10-27 08:45:00+00:00,sooty shearwater,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.111529222806,-46.6938324609073,,deck
2002/2003,2002-10-27 08:45:00+00:00,sooty shearwater,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.076663024887,-46.6889779684367,,deck
2002/2003,2002-10-27 08:45:00+00:00,sooty shearwater,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.093524189387,-46.7061977951322,,deck
2002/2003,2002-10-27 08:45:00+00:00,sooty shearwater,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.11264262686,-46.7235409274232,,deck
2002/2003,2002-10-27 08:45:00+00:00,sooty shearwater,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.102756947791,-46.6851209564134,,deck
2002/2003,2002-10-27 08:45:00+00:00,sooty shearwater,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.115934186173,-46.7177933143917,,deck
2002/2003,2002-10-27 08:45:00+00:00,sooty shearwater,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.114871942089,-46.7076807194157,,deck
2002/2003,2002-10-27 08:45:00+00:00,sooty shearwater,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.091726047243,-46.6949104132131,,deck
2002/2003,2002-10-27 08:45:00+00:00,sooty shearwater,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.08927893613,-46.7032187466277,,deck
2002/2003,2002-10-27 08:45:00+00:00,sooty shearwater,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.084750245535,-46.6798580305651,,deck
2002/2003,2002-10-27 08:45:00+00:00,sooty shearwater,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.099561443133,-46.7084090679884,,deck
2002/2003,2002-10-27 08:45:00+00:00,sooty shearwater,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.088081773394,-46.7023900039261,,deck
2002/2003,2002-10-27 08:45:00+00:00,sooty shearwater,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.110703659942,-46.690513542667,,deck
2002/2003,2002-10-27 12:00:00+00:00,New Zealand fur seal,dead,observer,,trawl,Hoki,43+,East Coast South Island,v20180001,174.661776232766,-43.572617804585,,
2002/2003,2002-10-27 14:10:00+00:00,white-chinned petrel,alive,observer,,bottom longline,Ling,43+,Subantarctic,v20180001,179.23847534901,-48.1146021922119,,not bycatch
2002/2003,2002-10-27 14:10:00+00:00,white-chinned petrel,dead,necropsy,hook,bottom longline,Ling,43+,Subantarctic,v20180001,179.230433854368,-48.113908856851,,
2002/2003,2002-10-27 14:10:00+00:00,storm petrels,alive,observer,hook,bottom longline,Ling,43+,Subantarctic,v20180001,179.250993739581,-48.1141238065437,,
2002/2003,2002-10-27 15:15:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.122842879035,-46.7008281503338,,deck
2002/2003,2002-10-27 15:15:00+00:00,sooty shearwater,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.115532300039,-46.7070706791943,,deck
2002/2003,2002-10-27 15:15:00+00:00,sooty shearwater,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.078650384676,-46.7243065443821,,deck
2002/2003,2002-10-27 15:15:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.100599826849,-46.710949106724,,deck
2002/2003,2002-10-27 15:15:00+00:00,broad-billed prion,alive,imputation,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.09747470899,-46.7247174544027,,deck
2002/2003,2002-10-27 15:15:00+00:00,sooty shearwater,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.107806512457,-46.694223059481,,deck
2002/2003,2002-10-27 15:15:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.122036152123,-46.7081265223911,,deck
2002/2003,2002-10-27 21:26:00+00:00,sooty shearwater,dead,necropsy,hook,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.094646148221,-46.7224228624487,,
2002/2003,2002-10-28 11:10:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.080004306207,-46.7056863320526,,deck
2002/2003,2002-10-28 11:10:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.111480116798,-46.7244885369204,,deck
2002/2003,2002-10-28 11:10:00+00:00,sooty shearwater,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.085639520967,-46.7154219045071,,deck
2002/2003,2002-10-28 11:10:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.116026337771,-46.7191571092233,,deck
2002/2003,2002-10-28 23:03:00+00:00,sooty shearwater,dead,necropsy,hook,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,166.963869216829,-46.7449852595571,,
2002/2003,2002-10-29 10:40:00+00:00,white-chinned petrel,alive,observer,deck,bottom longline,Ling,43+,Subantarctic,v20180001,178.850849671266,-47.9367155557266,,deck
2002/2003,2002-10-30 09:25:00+00:00,white-chinned petrel,alive,observer,deck,bottom longline,Ling,43+,Subantarctic,v20180001,178.5606309989,-47.8415861087153,,deck
2002/2003,2002-10-31 09:30:00+00:00,fairy prion,alive,imputation,deck,trawl,Barracouta,43+,Stewart Snares Shelf,v20180001,168.646619529021,-47.0233092244016,,deck
2002/2003,2002-10-31 09:31:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.094565734314,-46.6770309882471,,deck
2002/2003,2002-10-31 09:31:00+00:00,broad-billed prion,alive,imputation,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.117354551773,-46.7105309563223,,deck
2002/2003,2002-10-31 09:31:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.11249505512,-46.7045562792569,,deck
2002/2003,2002-10-31 09:31:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.090915349638,-46.677724443865,,deck
2002/2003,2002-10-31 09:31:00+00:00,common diving petrel,alive,observer,deck,bottom longline,Ling,43+,Stewart Snares Shelf,v20180001,167.07556634536,-46.7075201271102,,deck
2002/2003,2002-11-01 01:40:00+00:00,southern Buller's albatross,alive,observer,net,trawl,Hoki,43+,Chatham Rise,v20180001,184.446219664207,-43.7065896742279,,
2002/2003,2002-11-01 21:55:00+00:00,northern giant petrel,dead,necropsy,warp or door,trawl,White warehou,43+,Chatham Rise,v20180001,184.663342720387,-43.5478220561286,,
